venueid|name|gcategory
54453|วัดป่าบวรสังฆาราม (วัดสวนป่ากัมมัฏฐานเฉลิมพระเกียรติ 72 พรรษามหาราช)|วัด
91187|วัดป่าหมากหน่อ|วัด
62757|Magic Fountain of Montjuïc|น้ำพุ
18160|วัดป่าถ้ำพระแม่ย่า(ธรรมยุต)|วัด
62993|Pha Ngern View Point|แหล่งเดินป่าปีนเขา
27485|วัดไทยนวราชรัตนาราม 960|วัด
44627|สะพานพระราม 9|สะพาน
80112|อุโบสถ วัดพระธรรมกาย|วัด
53403|May Veggie Home|ภัตตาคารอาหารมังสวิรัติ
145378|คลองปากประ|คลอง
138418|เจดีย์หลวงปู่วัง Pagoda|สถานที่ประกอบพิธีกรรมทางศาสนา
18022|วัดเทพหิรัณย์ ชัยนาท|วัด
132019|วิทยาลัยเพาะช่าง มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์|มหาวิทยาลัย
54502|วัดแพร่ธรรมาราม|วัด
51907|ครัวทศพล บางตะบูน|ร้านอาหาร
155969|วัดพระธาตุฝุ่น|วัด
80667|Sun & Soul|ร้านอาหาร
24835|Wat Khao Hua Jook|สถานที่ท่องเที่ยว
48061|เจดีย์ชุเรโตะ|สถานที่สำคัญทางประวัติศาสตร์
108703|MTC อมรออโต้เซอร์วิส|ร้านยางรถยนต์
18435|อนุสาวรีย์นางเงือก เกาะเสม็ด|สถานที่ท่องเที่ยว
62337|Salaloy Seafood ศาลาลอยซีฟู้ด|ภัตตาคารอาหารทะเล
47044|ที่ทำการประภาคารแหลมงอบ|รัฐบาล
53396|วัดเทพธิดารามวรวิหาร|วัด
50732|神戸どうぶつ王国(Kobe Animal Kingdom)|動物園
146661|วัดป่านาคูณ|วัด
79962|มหาวิทยาลัยกรุงเทพธนบุรี|มหาวิทยาลัยเอกชน
764|คาเมะ คาเฟ่ หาดเจ้าหลาว จันทบุรี|ร้านกาแฟ
13598|เบ็งเมเลีย|สถานที่สำคัญทางประวัติศาสตร์
18634|วัดป่าสว่างวีระวงศ์|วัด
144921|มหาสฟิงซ์|อนุสาวรีย์
122441|Maeyoung Mango sticky rice ข้าวเหนียวมะม่วงแม่หยุง|ร้านขนมหวาน
69416|Krua Khun Puk|ภัตตาคารอาหารไทย
95071|สถานีโบกอร์ ฮิลล์|สถานที่ท่องเที่ยว
21363|บริษัท อุดรทวีทรัพย์ (1990)จำกัด สาขาบ้านจั่น|ตัวแทนจำหน่ายรถฮอนด้า
72350|ร้านอาหารมุมไม้|ร้านอาหาร
152420|ทะเลบัวแดง ท่าบ้านเชียงแหว กุมภวาปี อุดรธานี|ท่าเทียบเรือ
116278|Pattaya Beach|ชายหาด
96482|ลานริเวอร์ ปาร์ค ไอคอนสยาม|สวน
127606|อนุสาวรีย์ครูบาศรีวิชัย (ศีลธรรมเจ้า)|อนุสาวรีย์
37909|ธนพลหมูย่างเกาหลี|ร้านอาหาร
85254|SALAD FACTORY - Mega Bangna|ร้านสลัด
2190|วัดจอมศรีหมู่ที่ 2|วัด
1017|ปั๊มน้ำมันเชลล์ (SHELL) ท่าชนะ|สถานีบริการน้ำมัน
54050|Harley-Davidson of Bangkok|ตัวแทนจำหน่ายรถ Harley-Davidson
19442|Ovo Castle|ปราสาท
23609|พงษ์ข้าวต้ม|ร้านอาหาร
28194|Trok khrut cafe :ตรอกครุฑ คาเฟ่|ร้านอาหาร
19385|The Shelter โชคชัย4|ศูนย์การค้า
4472|สุรชัยฟาร์ม ทุ่งดอกมากาเร็ตเชียงใหม่|สถานที่ท่องเที่ยว
162975|Ramabhar Stupa|วัด
35041|คลองญวนชวนรักษ์ เกาะญวน ปากน้ำโพ|สถานที่ท่องเที่ยว
4235|Wat Pha Lat Hike (Monk's trail)|แหล่งเดินป่าปีนเขา
60960|วัดลัฏฐิกวัน|วัด
115158|นิสสัน สาขาเพชรบุรีตัดใหม่ (บริษัท สยามนิสสันเซลส์และสยามนิสสันบอดี้)|ตัวแทนจำหน่ายรถยนต์
123738|สะพานลังกาวีสกาย|สถานที่ท่องเที่ยว
107112|นาราซีฟู้ด|ร้านอาหาร
73937|Phong Nha Cave|สถานที่ท่องเที่ยว
54251|ถิงถิง Ting Ting บิงซูน้ำขิง ขอนแก่น|ร้านขนมหวาน
164670|บ่อน้ำพุร้อน ริมน้ำ ระหว่างล่องเรือไปทีลอซู|สถานที่ท่องเที่ยว
102502|ปตท. กรีน พรีเมียม เซอร์วิส|สถานีบริการน้ำมัน
